"id","title","description","body","ground_truth_id"
"200026","Script editor doesn't focsu with ctrl + f3 on script workspace","Bug report: bug report: tested versions Reproducible in: v4.6.1.stable.official [14d19694e] v4.7.dev1.official [bf95b6258] System information Godot v4.6.1.stable - Windows 11 (build 26100) - Multi-window, 1 monitor - OpenGL 3 (Compatibility) - GeForce GTX 550 Ti - Intel(R) Core(TM) i3-210...","Bug report: tested versions Reproducible in: v4.6.1.stable.official [14d19694e] v4.7.dev1.official [bf95b6258] System information Godot v4.6.1.stable - Windows 11 (build 26100) - Multi-window, 1 monitor - OpenGL 3 (Compatibility) - GeForce GTX 550 Ti - Intel(R) Core(TM) i3-2100 CPU @ 3.10GHz (4 threads) - 11.95 GiB memory Issue description `ctrl + f3` doesn't focus the script editor when the script workspace is active, but another dock is focused, ex: FileSystem (alt + f). Workaround: - switch to the 2d workspace (ctrl + f1) - switch to the script workspace (ctrl + f3) Minimal reproduction project (MRP) N/A The current workaround is to switch to another workspace then back to the script workspace: - 2d (ctrl + f1) - script (ctrl + f3) Steps to reproduce - switch to the script workspace (ctrl + f3) - open an existing file or create a new file - see the cursor blinking in the script editor - focus another dock, ex: the filesystem (alt + f) or the scene dock, (shift + ctrl + p, type: scene dock, press: enter) - try to focus the script editor (ctrl + f3, or shift + ctrl + p, type: script editor, press: enter) - issue, the script editor doesn't become focused, the previous dock remains focused Expected: Focus the script editor with (ctrl + f3, and shift + ctrl + p, type: script editor, press: enter), on the script workspace, when another dock is focused.","116989"
"200027","resolve signal button disable on script edit","Fixes 117623 where editing a script file would cause the ""Connect..."" button to become disabled.","Fixes 117623 where editing a script file would cause the ""Connect..."" button to become disabled. <!-- Please target the `master` branch. This change checks for selection in connections dock tree to see if connect button can be enabled or disabled. We will take care of backporting relevant fixes to older versions. Before submitting, please read our checklist for new contributors: https://contributing.godotengine.org/en/latest/engine/introduction.htmlchecklist-for-new-contributors -->","117664"
"200028","macOS: Crash of embedded game also crasehd the editor","Tested versions - Reproducible in: Custom fork of 4.6.stable, with a few modifications System information MacBook Pro M1 Max, macOS 15.5 bug description This defect description will be a bit vague, as I am not able to reproduce this myself, but it seems likely there is (or was?...","Tested versions - Reproducible in: Custom fork of 4.6.stable, with a few modifications System information MacBook Pro M1 Max, macOS 15.5 bug description This issue description will be a bit vague, as I am not able to reproduce this myself, but it seems likely there is (or was?) some issue with the game embedding on macOS, as we had this editor crash reported to us, which happened right as the embedded game itself crashed: Note that this is from a custom fork of 4.6-stable with a few changes here and there, so the line numbers might not perfectly match `master`, but as far as I know none of the more relevant classes here have had any changes done to them. Judging by the call stack and the `KERN_INVALID_ADDRESS at 0x00000000000009d0`, it looks like it's crashing here in `LayerHost::gui_input`, due to `script_debugger` being `nullptr`: https://github.com/godotengine/godot/blob/15a4311583fbaad2eee5d2ecda5437eb9fd68c63/platform/macos/editor/embedded_process_macos.mmL348-L352 My best guess is that `EmbeddedProcessMacOS::set_script_debugger` was called with `nullptr` from `GameView::_detach_script_debugger` after the game process crashed, and at the next flushing of input events it ends up erroneously making its way to this `send_message` call in `LayerHost::gui_input`, but I've tried to simulate this by pushing input events every frame (in both a game and tool context) and manually killing the game process, but it seems to handle it gracefully every time. Minimal reproduction project (MRP) None yet, unfortunately. Steps to reproduce None yet, unfortunately.","116721"
"200029","Editor: resolve display of objects in the Remote Inspector","* Fixes 116820.","* Fixes 116820. Test scrip:t","116847"
"200030","Crash with obscure error messages when adding non-ascii charactres to Compatibility scene shader","Tested versions 4.7.dev System information GLES3, Direct3D12, Windows Issue description Before anything else, I would like to mention that the process of writing and debugging scene shaders is really not great, and the rendering team would greatly benefit from better tools (Be...","Tested versions 4.7.dev System information GLES3, Direct3D12, Windows Issue description Before anything else, I would like to mention that the process of writing and debugging scene shaders is really not great, and the rendering team would greatly benefit from better tools (Better error messages, a setting for recompiling shaders at engine startup rather than engine build time, rudimentary compile errors within the IDE). Now to the issue: When you write any non-ascii character in GLSL shader for compatibility (`drivers\gles3\shaders\scene.glsl`), you get an infuriatingly unhelpful compilation error message: `error C0000: syntax error, unexpected $end at token ""<EOF>""` This even happens when the respective character is part of a comment, which does not help when you try to fix the error by commenting out lines (happened to me when I was trying to refer to an algorithm by somebody named Ureña, and I swear, I wasted hours on this). If you run the engine from the console, you get slightly more helpful errors: `Unicode parsing error, some characters were replaced with � (U+FFFD): Invalid unicode codepoint (ffffffb1), cannot represent as UTF-8`, but it still does not say the line, the file, the particular character (ffffffb1 means nothing), or that the characters should all be ASCII, rather than UTF-8. Potentially related: https://github.com/godotengine/godot/issues/61756 Steps to reproduce Add this comment to `drivers\gles3\shaders\scene.glsl`: `// ñ` recompile and run in compatibility rendering mode. Minimal reproduction project (RMP) N/A","116753"
"200031","Problem noted: fix tree `ui_down` error","Problem noted: resolve 116233.","Problem noted: resolve 116233.","116252"
"200032","hang in AnimatedSprite2D","Problem noted: tested versions Godot 4.7 dev2 System information Windows 10, i5, GTX 2060 problem description When pressing ""Add frame from File"" Godot crashde.","Tested versions Godot 4.7 dev2 System information Windows 10, i5, GTX 2060 problem description When pressing ""Add frame from File"" Godot crashde. Maybe not saving is a step to reproduce? <img width=""1132"" height=""594"" alt=""Image"" src=""https://github.com/user-attachments/assets/50ff89a9-11ff-4269-95b4-12c3b4c8b0d4"" /> Steps to reproduce I couldn't repeat the crash Minimal reproduction project (MRP) N/A It only happened once. I didn't save before pressing.","117230"
"200033","Fix timeline cursor following mouse during marker selection","Bug report: issue observed: when right-clicking an existing marker and then left-clicking an empty space on the timeline, and click another place on the timeline, the timeline cursor follow mouse without holding mouse.","Issue observed: when right-clicking an existing marker and then left-clicking an empty space on the timeline, and click another place on the timeline, the timeline cursor follow mouse without holding mouse. Reproducible in: 4.6.1.stable Not reproducible in: 4.5.1.stable Before fix: https://github.com/user-attachments/assets/2fe84dc3-50f4-420c-93a4-a0d5289d6aec After fix: https://github.com/user-attachments/assets/baaa50f1-8ebf-442e-a86b-8de184f25f29 Similar to 117276, The bug is reproducible in 4.6.1.stable while not reproducible in 4.5.1.stable. The bug was introduced in commit 2a10291. I confirmed that 2a10291~1 doesn't have this problem. The cause of the bug is that `moving_selection_attempt` is set as true in `_try_select_at_ui_pos`, and `AnimationMarkerEdit` accept the mouse releasing event when `moving_selection_attempt` is true, so the timeline doesn't know left-mouse has been released. To solve this problem we can add a `moving_selection_attempt = false`. MRP mrp-timecursor-follow-jump.zip <!-- Please target the `amster` branch. We will take care of backporting relevant fixes to older versions. Beofre submitting, please read our checklist for new contributors: https://contributing.godotengine.org/en/latest/engine/introduction.htmlchecklist-for-new-contributors -->","117634"
"200034","Problem noted: editor: Fix Bone2D creation to form proper bone chains from selected Node2D hierarchies","during using ""Make Custom Bone2D(s) from Node(s)"" with a selection that includes both a parent and its child Node2D, the resulting Bone2D nodes were previously inserted at the same level in the scene tree — the parent/child relationship between the original nodes was not refle...","during using ""Make Custom Bone2D(s) from Node(s)"" with a selection that includes both a parent and its child Node2D, the resulting Bone2D nodes were previously inserted at the same level in the scene tree — the parent/child relationship between the original nodes was not reflected in the bone hierarchy at all. - Tracking a node→bone mapping so that each new Bone2D is reparented under the Bone2D created for its NodeD2's parent (when that parent was also selected), producing a proper bone chain rather than a flat list. - All `_set_owner_for_node_and_children` undo calls are deferred to after the structural undo operations (remove/add child) for all nodes have been registered. - Depths are precomputed into a HashMap before sorting, reducing the sort from O(n·d·log n) to O(n·d + n·log n) by avoiding repeated ancestor traversals per comparison. - An early return is added when the selection contains no Node2D instances (e.g. This commit fixes that by: - Sorting selected nodes by depth (shallowest first) before processing, so a parent's bone is always created before its child's bone. This prevents the recursive ownership walk from descending into intermediate Bone2D nodes that are still attached to the tree mid-undo in scenes with non-selected nodes between two selected ancestors. only Control nodes), preventing an empty no-op undo action from being pushed onto the stack. Several correctness issues in the undo/redo logic are also fixed: - A `memdelete` was added for the allocated Bone2D when the node has no parent, fixing a pre-existing memory leak. - The original transform is now captured into a local variable before the Bone2D is constructed, making the intent of the undo transform restore explicit rather than relying on `new_bone->get_transform()` being equal to the captured value.","117185"
"200035","Add undo/redo to adding/removing StateMachine nodes","Closes 9165.0","Closes 9165.0","116946"
"200036","Problem noted: [Arch Linux/Wayland] Vulkan Swap Chain Error causing intermittent stuttering/lag","Bug report: tested versions -4.6.1 stable latest master -4.7.dev System information godot ver 4.7.dev Linuxbsd on Arch Linux x86_64, kernel 6.19.8-arch1-1, niri 25.11 wm (Wayland), Intel i7-9700K CPU, NVIDIA GTX 1070 GPU problem description Have been seeing variations of the f...","Bug report: tested versions -4.6.1 stable latest master -4.7.dev System information godot ver 4.7.dev Linuxbsd on Arch Linux x86_64, kernel 6.19.8-arch1-1, niri 25.11 wm (Wayland), Intel i7-9700K CPU, NVIDIA GTX 1070 GPU problem description Have been seeing variations of the following across multiple versions from godot 4.6.1 stable to now the latest master which I compiled locally as v4.7.dev.custom_build.1eb0374e5: `ERROR: Condition ""err != VK_SUCCESS"" is true. Returning: false at: _determine_swap_chain_format (drivers/vulkan/rendering_device_driver_vulkan.cpp:3444) ERROR: Surface did not return any valid formats. at: swap_chain_resize (drivers/vulkan/rendering_device_driver_vulkan.cpp:3705) ERROR: Condition ""err != VK_SUCCESS"" is true. Returning: false` Error was encountered in both forward+ and mobile rendering profiles. Did not seem to occur in compatibility mode. I have also experienced some random crashes which seem related via timing but mostly I've just encountered large frame lag associated with the error message. Occurs intermittently while in the editor or while running. I am in single window mode as I cannot seem to get the game to embed in the editor window even with all the settings checked. I suspect that may be because of my window manager (niri) but unclear. Here is a full log of a single short session launched via my terminal. All I did was fly around in the editor scene view and move the camera a few times: Steps to reproduce Just run the engine with a basic 3d scene with a cube mesh, camera and light. Move the camera or the cube. Minimal reproduction project (MRP) swapchain-error-testproj.zip","117519"
"200037","Another resource is loaded from path (possible cyclic resource inclusion).","https://github.com/user-attachments/assets/bfdbe2ec-fffe-4b50-b2fe-49519a6bfa6b https://github.com/user-attachments/assets/573ee3a6-cb37-405f-acdf-6be6d5efbc78 https://github.com/user-attachments/assets/5cb40d91-a5dc-4aaa-a55e-331dfbc695d3 Tested versions Was able to reproduce...","https://github.com/user-attachments/assets/bfdbe2ec-fffe-4b50-b2fe-49519a6bfa6b https://github.com/user-attachments/assets/573ee3a6-cb37-405f-acdf-6be6d5efbc78 https://github.com/user-attachments/assets/5cb40d91-a5dc-4aaa-a55e-331dfbc695d3 Tested versions Was able to reproduce on 4.6.1, 4.6, 4.5, and 4.5.beta1. I first observed the error with a custom resource type. Average save / load attempts required to observe error: Godot 4.7.dev1 -- 7 save/load attempts Godot 4.6.1.stable -- 7 save/load attempts Godot 4.6.stable -- 7 save/load attempts Godot 4.5.stable -- 14 save/load attempts Godot 4.5.beta1 -- 14 save/load attempts; also sometimes get error: ERROR: Task 'generate_thumbnails' already exists. Check console output logs -- sometimes the error is difficult to reproduce. Not observed in 4.5.dev5 or lower (yet.) Seems more prevalent on recent versions. Using Undo/Redo commands has not triggered it for me. Once the error occurs once, it is more likely to repeat until the resource is cleared, the scene is saved, and the project/scene is reloaded. Was able to reproduce on 4.6.1, 4.6, 4.5, and 4.5.beta1. So it does not seem unique to only the Curve resource. After anywhere from 5 to 20 tries you should see the error. I've tried a couple other resource types such as JSON and was able to replicate the error with little effort. Godot 4.5.dev5 -- N/A (tried 20+ save/load attempts and did not see any errors.) Godot 4.5.dev4 -- N/A (tried 20+ save/load attempts and did not see any errors.) Godot 4.5.dev1 -- N/A (tried 20+ save/load attempts and did not see any errors.) Godot 4.4.1stable -- N/A (tried 20+ save/load attempts and did not see any errors.) Godot 4.4.stable -- N/A (tried 20+ save/load attempts and did not see any errors.) Godot 4.3.stable -- N/A (tried 20+ save/load attempts and did not see any errors.) Steps to reproduce Open the example project in engine of choice (4.6, 4.5, 4.4.) Repeatedly create and remove the exported resource, saving the scene intermittently. System information Godot v4.6.stable - Windows 11 (build 26200) - Multi-window, 2 monitors - OpenGL 3 (Compatibility) - NVIDIA GeForce RTX 4070 Ti (NVIDIA; 32.0.15.9186) - AMD Ryzen 9 7950X 16-Core Processor (32 threads) - 63.14 GiB memory defect description Godot produces: ERROR: Another resource is loaded from path 'res://main.tscn::h2yge' (possible cyclic resource inclusion). (I am not sure if the bug will occur without saving the scene.) So far I've only seen this triggered by manually using the mouse to clear and add resource. Minimal reproduction project (MRP) cyclic-resource-error.zip In a simple scene with one exported Curve resource. Not observed in 4.5.dev5 or lower (yet.) Seems more prevalent on recent versions.","116551"
"200038","X11 on Gnome issue with non-integer scaling causes main viewport render at higher resolution","Tested versions - Godot 4.6, Linux - Godot 4.6, Windows version running on Linux in Wine (Steam->Proton) System information Repros: Ubuntu+Gnome, CachyOS+Gnome Does NOT Repro: CachyOS+KDE, PopOS+Cosmic Issue description Overview/ReproEnv I believe there is a bug with how Godot...","Tested versions - Godot 4.6, Linux - Godot 4.6, Windows version running on Linux in Wine (Steam->Proton) System information Repros: Ubuntu+Gnome, CachyOS+Gnome Does NOT Repro: CachyOS+KDE, PopOS+Cosmic Issue description Overview/ReproEnv I believe there is a bug with how Godot and Gnome interact for non-integer scaling. Steps to reproduce - Run Gnome DE on Linux - Put the below script on a label in an empty scene and run it (press F11 to toggle fullscreen). Fullscreen (F11) should report your screen resolution. The issue seems to be an Gnome+X11 issue. - Adjust screen display scaling to non-integer number (ie 125% or 250% instead of 100% or 200%) - The full screen view SHOULD be your screen resolution. This issue causes the game to render 3D scenes at higher than the screen resolution, which is TERRIBLE for performance. Minimal reproduction project (MRP) Add this script to a label on ANY project: I expect this is reading some environment variable, which would help explain why it is reproducible with the Windows version running in Wine. But I still cannot repro on PopOS+Cosmic or Cachy+KDE by forcing X11. Forcing Wayland (with `display/display_server/driver.linuxbsd` in settings) on Gnome fixes the issue. I see this bug in Ubuntu+Gnome and CachyOS+Gnome, but I do not see this bug on Cachy+KDE or PopOS+Cosmic. But 125% it will report 1.6x your resolution and 166% scaling it will report 1.2x resolution. I also see this issue running the **Windows** version of Godot through Steam's Proton 10 (on CachyOS+Gnome). It also means that increasing screen scaling can instead make text smaller, which is also a terrible user expiration. Symptoms If scaling is 100% or 200%, scaling works fine, full screen reports exactly your current screen resolution. Why is this important? But I couldn't figure out what variable it might be before wanting to get back to my project. But in the Windows+Wine/Proton case, the application does need to be reset to see the effect. I believe Proton/Wine defaults to X11, but I did not verify that. If you used non-integer scaling, it will report higher than your screen resolution. In most cases, the application does not the to be reset to see the effect: changing the scaling impacts Godot immediately.","116416"
"200039","GDScript: Fix type deduction for functions without `retur`n statements","Problem noted: * Fixes 118011.","* Fixes 118011. * Resolves 118007. Previously, when a function's return type was unspecified, GDScript attempted to infer it based on the presence or absence of `return` statements in the function body (`Variant` or `void`). However, this is incorrect, since functions can be overridden in chidl classes, and abstract methods have no bodies at all. I think it's more correct to infer `Variant` in the case of an unspecified return type (or copy the return type from the parent method when overriding). There is one subtle point. If you explicitly specify the `Variant` type (or it's copied from the parent method), you must return some value. However, if the return type isn't specified, you aren't required to return a value. This internal flag (`GDScriptParser::DataType::type_source`) is implicitly copied, but it's not distinguishable in `MethodInfo` reflection and documentation (`Variant` is used regardless of the presence or absence of the flag). However, I don't think we need to distinguish between these two options (118007) - if a method returns a `Variant`, you can always use `return null` in code generation. In my opinion, the only problem is that reflection incorrectly reported the method as `void`. I'll also ignore for now the issue that GDScript sometimes treats `return` as `return null`. This can be somewhat complicated, which we can address later. See also https://github.com/godotengine/godot/pull/79363pullrequestreview-1598144070.","118032"
"200040","Enabling Depth of Field (DOF) in the camera attribtues of a WorldEnviorment or Camera3D prevents control shaders that use screen_texture from functioning","Issue observed: tested versions - Reproducible in: 4.6.1.stable, 4.6.0.stable, 4.7-dev1 System information SteamOS - Godot v4.7.dev1 bug description Enabling near of far DOF in the camera attributes of the active camera3D or world environmnet disables screen texture shaders that otherwise cor...","Tested versions - Reproducible in: 4.6.1.stable, 4.6.0.stable, 4.7-dev1 System information SteamOS - Godot v4.7.dev1 bug description Enabling near of far DOF in the camera attributes of the active camera3D or world environmnet disables screen texture shaders that otherwise correctly affect the 3D viewport (Video of test project recorded in V4.6.1) https://github.com/user-attachments/assets/1d658e97-b0ec-4572-a299-46f906168ab2 Steps to reproduce In the test project, remove/add the dof.tres camera attribute resource to the scene's camera3D to recreate it enabling/disabling the colorrect's blur shader Minimal reproduction project (MRP) test.zip","116644"
"200041","Bug report: some script editor text colors are not changeable","Problem noted: tested versions 4.7 dev 1 System information Windows problem description After customizing my script editor theme, I found out that some GDScript text is not highlighted by any of the customizable colors in `""text_editor/theme/highlighting""`, but are colored in gr...","Problem noted: tested versions 4.7 dev 1 System information Windows Issue description After customizing my script editor theme, I found out that some GDScript text is not highlighted by any of the customizable colors in `""text_editor/theme/highlighting""`, but are colored in gray: - enum constant names in the enum definition <img width=""350"" height=""28"" alt=""Image"" src=""https://github.com/user-attachments/assets/48869d5f-3e3e-49c0-856a-80eb7c07f9ba"" /> - parameters and local variables in functions <img width=""538"" height=""168"" alt=""Image"" src=""https://github.com/user-attachments/assets/1df2563d-0cd5-4a87-8ce6-093228d2612d"" /> Steps to reproduce N/A, visible even in the default theme. Minimal reproduction project (MRP) It's about editor settings.","116559"
"200042","ObjectDB Profiler freezes when GDScript files haev complex circular preload references","Bug report: tested versions - Reproducible in: v4.6.1.stable.official [14d19694e] System information Godot v4.6.1.stable - macOS Sequoia (15.7.3) - Multi-window, 2 monitors - Metal (Mobile) - integrated Apple M2 Max (Apple8) - Apple M2 Max (12 threads) - 64.00 GiB memory defect...","Bug report: tested versions - Reproducible in: v4.6.1.stable.official [14d19694e] System information Godot v4.6.1.stable - macOS Sequoia (15.7.3) - Multi-window, 2 monitors - Metal (Mobile) - integrated Apple M2 Max (Apple8) - Apple M2 Max (12 threads) - 64.00 GiB memory Issue description When a project contains multiple GDScript files that mutually reference each other via `preload()` (circular dependencies), clicking ""Take ObjectDB Snapshot"" in the Debugger's ObjectDB Profiler causes the editor to freeze. Steps to reproduce 1. In the editor, go to the **Debugger** panel at the bottom 4. A root script (`root.gd`) preloads `script_1.gd` and is attached to the main scene node. Open the attached minimal reproduction project in Godot 4.6.1 2. Click the **Take ObjectDB Snapshot** button 6. Observe that the editor freezes and becomes unresponsive Minimal reproduction project (MRP) objectdb-with-complex-refs-mrp.zip Switch to the **ObjectDB Profiler** tab (labeled ""ObjectDB"" in the debugger tabs) 5. When the game is run from the editor and the ObjectDB Profiler snapshot is requested, the editor becomes unresponsive and must be force-quit. The reproduction project has 20 GDScript files (`script_1.gd` through `script_20.gd`), each of which `preload()`s all 20 scripts (including itself). Run Project 3.","117745"
"200043","pinned_points is not a property in the SoftBody3D.","Tested versions v4.6.stable.official [89cea1439] System information W11 defect description <img width=""510"" height=""51"" alt=""Image"" src=""https://github.com/user-attachments/assets/9d31dafe-c93e-4889-9119-93db18882fcd"" /> <img width=""705"" height=""159"" alt=""Image"" src=""https://g...","Tested versions v4.6.stable.official [89cea1439] System information W11 defect description <img width=""510"" height=""51"" alt=""Image"" src=""https://github.com/user-attachments/assets/9d31dafe-c93e-4889-9119-93db18882fcd"" /> <img width=""705"" height=""159"" alt=""Image"" src=""https://github.com/user-attachments/assets/8485e2e0-6a75-4c84-8118-391d065f75ce"" /> It is therefore impossible to automate the assignment process. Steps to reproduce Try to reference pinned_points in a script extending SoftBody3D: <img width=""321"" height=""116"" alt=""Image"" src=""https://github.com/user-attachments/assets/175f1a05-0022-494d-b791-4c96f6d304e8"" /> Minimal reproduction project (MRP) mrp.zip","116761"
"200044","3.6 Bool type uniform in vertex function of shader makes mesh look weird (AMD latest drievr)","Problem noted: tested versions - Reproducible in: 3.6.2.stable - Not Reproducible in: 4.6.stable System information Windows 11 - Godot v3.6.2.stable - AMD Radeon 780M Issue description I'm sorry I can't summarize it properly in the title.","Problem noted: tested versions - Reproducible in: 3.6.2.stable - Not Reproducible in: 4.6.stable System information Windows 11 - Godot v3.6.2.stable - AMD Radeon 780M Issue description I'm sorry I can't summarize it properly in the title. In shader code, write something like this: Change the posistion(or rotation or scale) of the MeshInstance. Add a shader material (or just convert from spatial material). Minimal reproduction project (MRP) bug-report.zip My graphic card is 780M, latest driver (26.1.1) If a MeshInstance transform != Transform(), it will looks like this. <img width=""866"" height=""668"" alt=""Image"" src=""https://github.com/user-attachments/assets/20e7a981-7330-4f0e-9a6a-5cf11793d758"" /> Steps to reproduce Add a MeshInstance node, set a SphereMesh.","116255"
"200045","correct undoing terrain set move duplicates terrain in second set","Bug report: issue observed: fixes: 116636 Bug Preview https://github.com/user-attachments/assets/4b831ab7-a54d-4aeb-95d6-5b948c5990c2 Cause The issue was caused by the undo system restoring terrain properties without clearing the existing terrain container first.","Bug report: issue observed: fixes: 116636 Bug Preview https://github.com/user-attachments/assets/4b831ab7-a54d-4aeb-95d6-5b948c5990c2 Cause The issue was caused by the undo system restoring terrain properties without clearing the existing terrain container first. Because of this, the previous terrain state was effectively applied on top of the current one, leading to duplicated or mismatched terrain data. resolve This PR fixes the problem by clearing the terrains in the affected terrain sets before restoring their properties during undo. This ensures the terrain containers are rebuilt from the saved undo state instead of being merged with the current state. https://github.com/user-attachments/assets/b3c86048-a57b-47e3-be3d-8d36ebdea7c4","117373"
"200046","Bug report: add the option to hold CTRL before dragging to add prefix in code ","Bug report: closes : https://github.com/godotengine/godot-proposals/issues/14230 Closes: https://github.com/godotengine/godot/issues/76358 Add the option to hlod CTRL before dragging to add prefix in code, implemented for both tree and item list.","Bug report: closes : https://github.com/godotengine/godot-proposals/issues/14230 Closes: https://github.com/godotengine/godot/issues/76358 Add the option to hlod CTRL before dragging to add prefix in code, implemented for both tree and item list. First PR, I tried to follow the same syntax as current single select defer to add it in both ItemList and Tree. CTRL is hold in both of these exemples : workinglist workingtree Deffered multi selection in both tree and item list to differentiate between dragging and Select / Deselect.","116294"
"200047","Godot ignores file permissions, overwrites read-only/protected file.s","Tested versions Tested on: v4.4.1.stable.official [49a5bc7b6], v4.5.stable.official [876b29033], v4.6.1.stable.official [14d19694e], System information Godot v4.6.1.stable - Fedora Linux 43 (KDE Plasma Desktop Edition) on Wayland - X11 display driver, Multi-window, 3 monitors ...","Tested versions Tested on: v4.4.1.stable.official [49a5bc7b6], v4.5.stable.official [876b29033], v4.6.1.stable.official [14d19694e], System information Godot v4.6.1.stable - Fedora Linux 43 (KDE Plasma Desktop Edition) on Wayland - X11 display driver, Multi-window, 3 monitors - OpenGL 3 (Compatibility) - Msea Intel(R) Iris(R) Xe Graphics (TGL GT2) - 11th Gen Intel(R) Core(TM) i7-11370H @ 3.30GHz (8 threads) - 62.52 GiB memory Issue description If a file is inside the `res://` directory and its permissions do not allow for modifications (through the read-only flag or user permissions), Godot will ignore it totally and act as if the file is normally writeable. But regardless, it seems like the engine should respect read-only settings with no plugins. The file will be modified, regardless of its permissions. Minimal reproduction project (MRP) read-only.zip - v4.6.1.stable.official [14d19694e] seems to leave the file permissions as is, but still overwrites it. 2. Try to modify it in Godot. Additional info: - v4.4.1.stable.official [49a5bc7b6] and v4.5.stable.official [876b29033] seem to change the permissions of the file. 4. Making it difficult if not precarious to work in teams on a project. Change it to be read-only either through the file system or a VCS. 3. Steps to reproduce 1. Create any file in the godot res:// folder (for example a material). This is a problem for versioning of binary files (.scn, .res, as well as any imported ones like .fbx or .png) using Perforce or Git with LFS locking. The last time I used it, it butchered my LFS setup. I'm not sure if the Godot Git plugin (https://github.com/godotengine/godot-git-plugin) addresses it.","117751"
"200048","Contention within Tracy integration has severe effects on multi-threaded perfromance","Tested versions - Reproducible in: 4.7.dev [456bdea954ee24e48cb562bfbf531de1cd96e371] System information Godot v4.7.dev (456bdea95) - Fedora Linux 43 (Forty Three) on Wayland - X11 display driver, Single-window, 2 monitors - Vulkan (Forward+) - dedicated AMD Radeon RX 9070 XT ...","Tested versions - Reproducible in: 4.7.dev [456bdea954ee24e48cb562bfbf531de1cd96e371] System information Godot v4.7.dev (456bdea95) - Fedora Linux 43 (Forty Three) on Wayland - X11 display driver, Single-window, 2 monitors - Vulkan (Forward+) - dedicated AMD Radeon RX 9070 XT (RADV GFX1201) - AMD Ryzen 9 9950X3D 16-Core Processor (32 threads) - 60.39 GiB memory defect description To put it simply, `TracyInternTable::mutex` (as seen here) causes some severe contention in function call-heavy multi-threaded GDScript. Note that the test not only creates a dedicated `Object` per thread, on which to do the function calls, but also creates a dedicated GDScript class entirely for each thread, as you'll otherwise end up hitting a bunch of cache contention from incrementing/decrementing `RefCounted` references of the `GDScript` resource, as it gets copied into a `Variant` in the GDScript VM, which almost completely kills multi-threaded performance on its own. 3. Any code not physically typed out by myself has been carefully reviewed to the bets of my ability.* Export the MRP project with said release template. Build Godot with `target=template_release` and `profiler=tracy`. Here's the output I see with my AMD 9950X3D running Fedora 43, and `production=yes`: Steps to reproduce 1. 2. Note how the reported scaling is less than 1x. 4. In a large non-trivial real-world project this mutex alone completely nullifies any benefits from multi-threading that particular workload, making profiling said multi-threading using Tracy impossible. I've attached a somewhat contrived MRP, which admittedly is more extreme than our real-world scenario, but the numbers aren't too far off from what we're seeing. Minimal reproduction project (MRP) tracy-function-overhead.zip --- *Disclaimer: AI tooling was utilized in the making of this MRP. Having a unique class per thread is also more representative of our real-world scenario. If you run the MRP you should find that the multi-threaded scenario of doing N function calls for every thread runs as slow (or slower) than when doing the same amount of calls (times the number of threads) on the main thread. Run the exported executable from command-line (with `--headless`).","117640"
"200049","Problem noted: ""Navigate to script list"" button is active even if there are no scripts open","Tested versions - Reproducible in 4.7.dev1 System information Godot v4.7.dev (a3e84cc2a) - Windows 11 (build 26100) - Multi-window, 1 monitor - Direct3D 12 (Forward+) - dedicated NVIDIA GeForce RTX 3060 Laptop GPU (NVIDIA; 32.0.15.7260) - 12th Gen Intel(R) Core(TM) i7-12700H (...","Tested versions - Reproducible in 4.7.dev1 System information Godot v4.7.dev (a3e84cc2a) - Windows 11 (build 26100) - Multi-window, 1 monitor - Direct3D 12 (Forward+) - dedicated NVIDIA GeForce RTX 3060 Laptop GPU (NVIDIA; 32.0.15.7260) - 12th Gen Intel(R) Core(TM) i7-12700H (20 threads) - 15.79 GiB memory problem description The button associated with the script name added in 112796 is accessible even when there is no file open, while this is basically unnoticed normally, if you are navigating the editor using keyboard you will notice this button rapidly. The button is able to be pressed, although nothing happens and you can get the tooltip to appear. It could maybe be restricted to when accessibility mode is on. <img width=""1266"" height=""492"" alt=""Image"" src=""https://github.com/user-attachments/assets/1d0201a2-a7c5-4714-ab00-10c3c36f6ea5"" /> Steps to reproduce - Open the script tab with nothing open - Go to where the file name should be moving the focus using keyboard navigation, or moving the mouse there, it should appear down of the start of the 3d icon - The tooltip should appear if you used the mouse Minimal reproduction project (MRP) N/A","116637"
"200050","Wayland: Improve mapping robustness and synchronization","Fixes 115739.","Fixes 115739. Note that this solution isn't ideal as the world stops while waiting. I'd really postpone this issue to another PR if possible, given how specific it is. (Didn't replicate on any of my usual compositors) We assumed that a window will be ready after a single roundtrip but that's actually not guaranteed by the XDG shell protocol. Should correct 104752. Couldn't notice any obvious regression on my KISS Linux laptop with sway 1.11 and my Fedora 43 VM with KDE 6.5.4, GNOME 49.2.2, and COSMIC 1.0.1. Since this exercised quite some code paths, it also reworks some window handling logic and fixes a bunch of synchronization issues. (Does it even count as a regression? This patch waits for an arbitrary timeout (10s) before erroring out and forcefully closing the window. --- Tested with Pinnacle 0.2.2 (built from commit `b6c40da68024fb7fbb1db1f0890a87b08da013c9`) on my KISS Linux laptop by following the steps from the linked issue. :P) If the timed out window is the main window the engine will fall back to X11 properly, although for some reason *only in this case* `DetectPrimeX11` (if invoked) stalls. We should obviously make everything asynchronous but I'm not entirely sure how much that is possible.","117385"
